OWN_OCC,LU_DESC,UNIT_NUM,ST_NUM,ST_NAME,ZIPCODE,CITY,RES_UNITS,join_idx
N,RES ANCILL IMPROVEMT,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,PARKING LOT,,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,PARKING LOT,,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,RES LAND (Unusable),,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,RES ANCILL IMPROVEMT,,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,OFFICE: INDUSTRIAL,,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,WAREHOUSE /DISTRIB,,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,COMM MULTI-USE,,411.0,CHELSEA ST,2128,EAST BOSTON,0,411 chelsea
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,OTHER EXEMPT BLDG,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,TWO-FAM DWELLING,,7.0,WORDSWORTH ST,2128,EAST BOSTON,0,7 wordsworth
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,APT 4-6 UNITS,,10.0,MOORE ST,2128,EAST BOSTON,0,10 moore
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,CHAUCER ST,2128,EAST BOSTON,0,chaucer
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RESIDENTIAL LAND,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RESIDENTIAL LAND,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,CITY OF BOSTON,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RESIDENTIAL LAND,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES ANCILL IMPROVEMT,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES ANCILL IMPROVEMT,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RESIDENTIAL LAND,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES ANCILL IMPROVEMT,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,OTHER PUBLIC LAND,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,TRAINING /PRIV EDUC,,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RET/WHSL/SERVICE,,1150.0,SARATOGA ST,2128,EAST BOSTON,0,1150 saratoga
N,RES ANCILL IMPROVEMT,,,ST ANDREW RD,2128,EAST BOSTON,0,andrew rd
N,RES LAND (Unusable),,,SARATOGA ST,2128,EAST BOSTON,0,saratoga
N,RES LAND (Unusable),,,ST ANDREW RD,2128,EAST BOSTON,0,andrew rd
N,TWO-FAM DWELLING,,1150.0,SARATOGA ST,2128,EAST BOSTON,0,1150 saratoga
N,APT 7-30 UNITS,,11.0,WALLEY ST,2128,EAST BOSTON,0,11 walley
N,RESIDENTIAL LAND,,,LEYDEN ST,2128,EAST BOSTON,0,leyden
N,OTHER EXEMPT BLDG,,,BLACKINTON ST,2128,EAST BOSTON,0,blackinton
N,RES ANCILL IMPROVEMT,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RES LAND (Unusable),,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RELIGIOUS Organization,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RELIGIOUS Organization,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,OTHER EXEMPT BLDG,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RELIGIOUS Organization,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RELIGIOUS Organization,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RES /COMMERCIAL USE,,11.0,WALLEY ST,2128,EAST BOSTON,0,11 walley
N,RES LAND (Unusable),,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RES ANCILL IMPROVEMT,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RES ANCILL IMPROVEMT,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,CITY OF BOSTON,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,RES ANCILL IMPROVEMT,,,LEYDEN ST,2128,EAST BOSTON,0,leyden
N,RESIDENTIAL LAND,,,GLADSTONE ST,2128,EAST BOSTON,0,gladstone
N,THREE-FAM DWELLING,,13.0,MARION ST,2128,EAST BOSTON,0,13 marion
N,APT 7-30 UNITS,,13.0,MARION ST,2128,EAST BOSTON,0,13 marion
N,RES ANCILL IMPROVEMT,,,EUTAW ST,2128,EAST BOSTON,0,eutaw
N,APT 7-30 UNITS,,61.0,EUTAW ST,2128,EAST BOSTON,0,61 eutaw
N,RES ANCILL IMPROVEMT,,,PRINCETON ST,2128,EAST BOSTON,0,princeton
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES LAND (Unusable),,,GLENDON ST,2128,EAST BOSTON,0,glendon
N,RES LAND (Unusable),,,PUTNAM ST,2128,EAST BOSTON,0,putnam
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,OTHER EXEMPT BLDG,,,PUTNAM ST,2128,EAST BOSTON,0,putnam
N,OTHER EXEMPT BLDG,,,PUTNAM ST,2128,EAST BOSTON,0,putnam
N,RESIDENTIAL LAND,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,APT 4-6 UNITS,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,APT 4-6 UNITS,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES /COMMERCIAL USE,,52.0,WHITE ST,2128,EAST BOSTON,0,52 white
N,RES LAND (Unusable),,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RESIDENTIAL LAND,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RESIDENTIAL LAND,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RESIDENTIAL LAND,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,RES ANCILL IMPROVEMT,,,FALCON ST,2128,EAST BOSTON,0,falcon
N,SUBSD HOUSING S- 8,,401.0,BORDER ST,2128,EAST BOSTON,0,401 border
N,CHARITABLE Organization,,408.0,MERIDIAN ST,2128,EAST BOSTON,0,408 meridian
N,ROOMING HOUSE,,406.0,MERIDIAN ST,2128,EAST BOSTON,0,406 meridian
N,RES LAND (Unusable),,,MERIDIAN ST,2128,EAST BOSTON,0,meridian
N,RES /COMMERCIAL USE,,,MERIDIAN ST,2128,EAST BOSTON,0,meridian
N,CITY OF BOSTON,,,MERIDIAN ST,2128,EAST BOSTON,0,meridian
N,RES /COMMERCIAL USE,,301.0,BORDER ST,2128,EAST BOSTON,0,301 border
N,COMMERCIAL LAND,,,EUTAW ST,2128,EAST BOSTON,0,eutaw
N,SUBSD HOUSING S- 8,,600.0,BORDER ST,2128,EAST BOSTON,0,600 border
N,OTHER EXEMPT BLDG,,,MERIDIAN ST,2128,EAST BOSTON,0,meridian
N,PARKING LOT,,,MERIDIAN ST,2128,EAST BOSTON,0,meridian
N,OTHER EXEMPT BLDG,,183.0,CHELSEA ST,2128,EAST BOSTON,0,183 chelsea
N,COMM MULTI-USE,,154.0,MAVERICK ST,2128,EAST BOSTON,0,154 maverick
N,SUBSD HOUSING S- 8,,172.0,MAVERICK ST,2128,EAST BOSTON,0,172 maverick
N,OTHER PUBLIC LAND,,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,OTHER EXEMPT BLDG,,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,OTHER EXEMPT BLDG,,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,RES LAND (Unusable),,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,RES LAND (Unusable),,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,RES LAND (Unusable),,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,RES ANCILL IMPROVEMT,,,MAVERICK ST,2128,EAST BOSTON,0,maverick
N,CONDO MAIN,,156.0,PORTER ST,2128,EAST BOSTON,216,156 porter
N,RESIDENTIAL CONDO,101,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,102,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,103,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,104,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,105,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,106,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,107,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,108,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,109,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,110,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,111,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,112,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,113,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,114,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,115,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,116,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,117,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,118,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,119,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,120,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,121,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,122,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,123,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,124,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,126,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,128,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,129,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,130,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,131,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,132,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,133,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,134,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,135,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,136,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,137,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,138,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,139,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,140,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,141,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,142,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,143,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,144,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,145,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,146,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,147,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,148,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,149,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,150,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,151,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,152,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,153,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,154,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,155,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,156,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,157,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,201,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,202,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,203,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,204,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,205,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,206,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,207,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,208,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,209,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,210,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,211,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,212,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,213,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,214,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,215,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,216,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,217,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,218,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,219,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,220,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,221,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,222,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,223,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,224,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,225,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,226,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,227,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,228,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,229,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,230,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,231,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,232,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,233,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,234,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,235,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,236,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,237,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,238,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,239,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,240,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,241,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,242,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,243,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,244,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,245,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,246,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,247,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,248,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,249,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,250,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,251,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,252,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,253,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,254,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,255,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,256,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,257,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,301,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,302,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,303,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,304,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,305,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,306,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,307,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,308,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,309,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,310,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,311,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,312,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,313,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,314,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,315,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,316,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,317,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,318,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,319,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,320,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,321,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,322,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,323,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,324,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,325,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,326,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,327,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,328,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,329,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,330,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,331,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,332,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,333,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,334,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,335,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,336,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,337,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,338,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,339,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,340,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,341,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,342,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,343,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,344,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,345,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,346,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,347,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,348,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,349,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,350,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,351,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,352,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,353,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,354,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,355,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,356,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,357,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,401,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,402,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,403,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,404,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,405,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,406,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,407,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,408,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,409,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
Y,RESIDENTIAL CONDO,410,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
N,RESIDENTIAL CONDO,411,156.0,PORTER ST,2128,EAST BOSTON,1,156 porter
